source,data,target,stato,codice_regione,denominazione_provincia,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,,,,,,,,,,,,,,,,,,,,,,
,05/10/2020,1 wk ahead cum death,US,9,Limestone County,19.898682,-155.665857,1099,1099,233,23,250,33,232602,831,9655,,,,,,27737,27737,472,0,485,,,,,22846,691049,5338,691049,5338,10140,,,,260339,1303,717732,5596
,05/10/2020,1 wk ahead cum death,US,10,Limestone County,38.910832,-75.52767,2526,2526,304,0,,,459556,2522,,,,,,,52382,52382,495,0,,,,,,36446,,0,511938,3017,,,,,512249,3016,728422,5172
,05/10/2020,1 wk ahead cum death,US,12,Limestone County,39.045755,-76.641271,752,752,22,2,238,,284433,1074,,,,,,,9143,9143,51,0,,,,,,8002,,0,497910,4801,32327,,31529,,293576,1125,497910,4801
,05/10/2020,1 wk ahead cum death,US,11,Limestone County,48.729553,-92.6859,23906,23906,662,12,,163,3757500,56356,,,,,52,,214097,214097,469,0,,,,,,35464,,0,3971597,56825,,,,,,0,3971597,57576
,05/10/2020,1 wk ahead cum death,US,13,Limestone County,35.20105,-91.831833,3710,3710,120,6,,,964390,7460,,,,,,,32983,32983,261,0,,,,,,18680,,0,997373,7721,,,,,,0,997373,7721
,05/10/2020,1 wk ahead cum death,US,14,Limestone County,49.729553,-91.6859,,,509,0,,136,654820,2295,,,,,56,,86348,86348,569,0,,,,,,2270,,0,741168,2864,,,,,740560,3687,1143512,8067
,05/10/2020,1 wk ahead cum death,US,67,Limestone County,39.550051,-105.782067,89995,89995,878,0,,185,11656051,90764,,,,,84,,475315,475315,1029,0,,,,,,77631,12131366,91793,12131366,91793,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,16,Limestone County,50.729553,-90.6859,16442,16442,949,43,3434,242,3491745,37173,,,,,123,,170179,160321,1430,0,,,,,,143826,,0,3661924,38603,,,,,,0,3652066,38535
,05/10/2020,1 wk ahead cum death,US,20,Limestone County,51.729553,-89.6859,7284,7284,758,46,,276,1240518,0,,,1240518,,,6504,100184,100184,797,0,4411,,,,110157,85265,,0,1340702,797,83562,,,,,0,1353634,0
,05/10/2020,1 wk ahead cum death,US,17,Limestone County,52.729553,-88.6859,2804,2804,220,63,,55,707788,3817,,,707788,,21,,37467,35581,205,0,,,,,,5870,,0,745255,4022,,,,,743369,14539,,0
,05/10/2020,1 wk ahead cum death,US,18,Limestone County,53.729553,-87.6859,,,725,0,,,2044706,11061,,,,,81,,173304,167068,1088,0,,,,,,140376,,0,2218010,12149,,,,,2211774,12048,3381365,54925
,05/10/2020,1 wk ahead cum death,US,19,Limestone County,31.244823,-92.145024,,,314,0,,54,305972,0,,,303412,,36,,54234,27004,563,0,27230,,,,7002,24488,,0,360206,563,,,,,,0,310546,0
,05/10/2020,1 wk ahead cum death,US,21,Limestone County,54.729553,-86.6859,2961,2961,126,11,,13,352269,1169,,,862835,,4,,26831,26831,81,0,,,,,36959,2463,899794,3344,899794,3344,,,,,379100,1250,,0
,05/10/2020,1 wk ahead cum death,US,22,Limestone County,32.318231,-86.902298,9600,9600,684,22,,177,1339762,12510,67086,,1293052,,87,,158055,152242,649,0,7723,12428,,,198952,78431,,0,1497817,13159,74809,68648,,,,0,1492004,13103
,05/10/2020,1 wk ahead cum death,US,23,Limestone County,55.729553,-85.6859,1886,1886,278,20,,,190319,772,,,,,,,28925,28289,361,0,,,,,,22575,,0,219244,1133,,,,,219244,1133,335530,3552
,05/10/2020,1 wk ahead cum death,US,26,Limestone County,56.729553,-84.6859,9248,9248,945,33,,269,2994038,36394,,,2948860,,131,,217682,207669,2965,0,,,,,252847,194836,,0,3211720,39359,,,,,,0,3201707,39215
,05/10/2020,1 wk ahead cum death,US,25,Limestone County,57.729553,-83.6859,,,3870,0,,1196,6156268,61195,,,,,,,795126,795126,2648,0,40449,14422,,,,705189,,0,6951394,63843,435831,163271,,,,0,6951394,63843
,05/10/2020,1 wk ahead cum death,US,24,Limestone County,58.729553,-82.6859,4331,4331,259,25,970,94,836099,3372,,,,385,,,86832,86832,988,0,,2870,,2723,,63961,,0,922931,4360,,48471,,24782,922931,4360,1218932,7064
,05/10/2020,1 wk ahead cum death,US,27,Limestone County,32.157435,-82.907123,19504,19504,965,88,,205,2121521,14332,,,,,92,321,159570,150321,854,0,,,,,179640,18539,2271842,15022,2271842,15022,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,28,Limestone County,59.729553,-81.6859,,,,0,,,20620,0,,,,,,29,1325,,0,0,,,,,,1289,,0,21945,0,,,,,,0,21974,0
,05/10/2020,1 wk ahead cum death,US,30,Limestone County,41.878003,-93.097702,,,0,0,,,171839,881,,,,,,,1876,1876,8,0,,,,,,1664,,0,173715,889,,,,,173715,889,,0
,05/10/2020,1 wk ahead cum death,US,29,Limestone County,38.905985,-77.033418,7786,7786,262,0,,,1968403,0,,,,,27,,93035,93035,0,0,,,,,,,2061438,0,2061438,0,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,31,Limestone County,60.729553,-80.6859,8454,8454,950,56,1277,240,1545692,7815,,,,,,248,160331,152192,2016,0,,,,,,121204,,0,1706023,9831,,,,,1697884,9771,,0
,05/10/2020,1 wk ahead cum death,US,38,Limestone County,61.729553,-79.6859,,,168,0,,62,621153,5339,,,,,29,,18281,17668,153,0,,,,,,13318,,0,639434,5492,18005,,,,,0,638821,5488
,05/10/2020,1 wk ahead cum death,US,39,Limestone County,62.729553,-78.6859,338,338,51,15,,,103176,0,,,182188,,,,7802,6628,191,0,,,,,6217,6058,,0,110978,191,,,,,109402,0,188406,0
,05/10/2020,1 wk ahead cum death,US,32,Limestone County,63.729553,-77.6859,,,57,0,,,492311,3486,,,493071,,7,,10686,10686,258,0,,,,,9620,5789,,0,502997,3744,,,,,,0,502997,3744
,05/10/2020,1 wk ahead cum death,US,34,Limestone County,40.551217,-85.602364,18179,18179,812,0,1890,,1064417,4998,,,,1067,,,165342,145590,816,0,,,,,,71240,,0,1210007,5687,,,60353,,,0,1210007,5687
,05/10/2020,1 wk ahead cum death,US,35,coffee county,39.011902,-98.484246,5910,5910,566,10,,237,1058352,8384,,,1058352,731,97,,92833,88302,613,0,,3300,,4999,,83454,,0,1146654,8938,,21856,,27910,,0,1146654,8938
,05/10/2020,1 wk ahead cum death,US,36,Henry County,64.729553,-76.6859,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,05/10/2020,1 wk ahead cum death,US,33,Limestone County,65.729553,-75.6859,20253,20253,630,24,,144,1345494,9565,,,,,79,,225575,220671,597,0,,,,,,37110,,0,1566165,10150,301689,,,,1566165,10150,,0
,05/10/2020,1 wk ahead cum death,US,37,Shelby county,34.048928,-111.093731,,,3103,0,,735,15200425,164756,,,,,,,846579,846579,3803,0,,,,,,,,0,16047004,168559,,,,,,0,16047004,168559
,05/10/2020,1 wk ahead cum death,US,40,coffee county,66.729553,-74.6859,7879,7879,365,24,,,934531,10063,161169,,,,,,77642,72316,1023,0,12222,,,,,6814,1541162,22708,1541162,22708,173391,,,,1006847,11030,,0
,05/10/2020,1 wk ahead cum death,US,41,Henry County,40.633125,-89.398528,11845,11845,134,0,,,1736501,0,,,,,,,60038,57598,0,0,,,,,,9522,,0,1796539,0,,,,,,0,1794099,0
,05/10/2020,1 wk ahead cum death,US,42,Limestone County,67.729553,-73.6859,,,86,0,,26,420183,7002,,,,,13,,15984,,66,0,,,,,,12531,436167,7068,436167,7068,,,,,230929,2261,,0
,05/10/2020,1 wk ahead cum death,US,43,Shelby county,68.729553,-72.6859,,,108,0,,24,288440,2793,,,,,,,22130,21050,132,0,,,,,,11430,,0,310570,2925,,,,,310570,2925,,0
,05/10/2020,1 wk ahead cum death,US,73,coffee county,69.729553,-71.6859,46450,46450,2123,249,,,4816040,26799,487730,475588,6979043,,,4215,734491,712884,5570,0,51923,,50676,,945112,,,0,5550531,32369,539844,,526404,,5557698,32287,7967703,91094
,05/10/2020,1 wk ahead cum death,US,45,Henry County,70.729553,-70.6859,29635,29635,1619,24,5511,,2819630,17340,,,2841046,,,,331409,331409,1140,0,26683,,,,309993,,,0,3151039,18480,311255,,,,,0,3151039,18480
,05/10/2020,1 wk ahead cum death,US,46,Limestone County,36.778261,-119.417932,,,60,0,,12,51893,133,,,,,,,3078,3071,22,0,3,7,,,,2072,,0,54971,155,192,16,,,54964,155,54477,0
,05/10/2020,1 wk ahead cum death,US,47,Shelby county,71.729553,-69.6859,929,929,103,18,,34,295153,0,,,,,18,,13569,13371,71,0,,,,,13426,10713,454713,6903,454713,6903,,,,,308090,0,,0
,05/10/2020,1 wk ahead cum death,US,48,coffee county,72.729553,-68.6859,,,438,0,,100,724114,4307,,58731,,,40,,95346,95346,1075,0,,,3594,4339,,76260,,0,819460,5382,,,62364,41229,821074,5374,,0
,05/10/2020,1 wk ahead cum death,US,49,Henry County,73.729553,-67.6859,2031,2031,192,18,478,45,291069,2367,,,,,,,47701,42770,613,0,,,,,,24089,,0,333839,2877,,,,,333839,2877,,0
,05/10/2020,1 wk ahead cum death,US,50,Limestone County,37.839333,-84.270018,,,1776,0,,388,5988532,61320,,,,,159,,322188,319150,2727,0,,,,,,,,0,6310720,64047,,,,,,0,6307682,64047
,05/10/2020,1 wk ahead cum death,US,52,Shelby county,45.253783,-69.445469,13860,13860,1232,104,2765,349,1351201,9973,,,,,119,,134981,,1570,0,,,,,136318,101184,,0,2387385,9066,,,,,1486182,11543,2387385,9066
,05/10/2020,1 wk ahead cum death,US,79,coffee county,74.729553,-66.6859,3185,3185,469,0,877,119,494382,0,,,,271,34,,65807,,0,0,,,,,,2275,,0,560189,0,,,,,560189,0,,0
,05/10/2020,1 wk ahead cum death,US,51,Henry County,,,6094,6094,652,0,1586,170,1467733,0,,,,,,,80292,69138,847,0,,,,,,13539,,0,1536175,0,78505,35468,,,,0,1536175,0
COVIDhub ensembl,05/10/2020,1 wk ahead cum death,US,54,Limestone County,63.588753,-154.493062,,,563,0,,,2314281,37600,,,,,71,,174587,172059,1181,0,,,,,,157873,,0,2488868,38781,,,,,2486340,38781,,0
,05/10/2020,1 wk ahead cum death,US,56,Shelby county,75.729553,-65.6859,12871,12871,511,10,,85,2275181,15227,,,,,29,,138903,136168,563,0,,,,,177860,116364,,0,4748004,77246,,,122843,150341,2411349,15797,4748004,77246
,05/10/2020,1 wk ahead cum death,US,55,coffee county,76.729553,-64.6859,16058,16058,393,52,,90,1600487,11480,,126269,,,,,131357,131357,562,0,,,12358,,157516,7738,,0,2892265,29182,,,138627,,1731844,12042,2892265,29182
,05/10/2020,1 wk ahead cum death,US,57,Henry County,77.729553,-63.6859,463,463,7,1,,5,485386,0,10015,,483143,,0,,5723,5128,27,0,530,,,,7005,4970,,0,491109,27,10559,,,,,0,490461,0
,05/10/2020,1 wk ahead cum death,US,2,Limestone County,78.729553,-62.6859,,,862,0,,220,3860845,0,,,3860845,,85,,149464,134656,0,0,,,,,185937,104271,,0,4010309,0,306564,,,,,0,4046782,0
,05/10/2020,1 wk ahead cum death,US,3,Shelby county,79.729553,-61.6859,8354,8354,471,52,2291,133,1466456,16181,,,,,,,112268,112268,1440,0,,,,,,100171,2318810,30148,2318810,30148,,,,,1578724,17621,,0
,05/10/2020,1 wk ahead cum death,US,5,coffee county,80.729553,-60.6859,,,1313,0,,,1303437,0,76509,71709,1908333,,,,144230,144230,0,0,4188,3979,3618,,163531,,,0,2075699,0,80831,20834,69462,14213,1447667,0,2075699,0
,05/10/2020,1 wk ahead cum death,US,6,Henry County,81.729553,-59.6859,4,4,,0,,,15121,0,,,,,,,77,77,0,0,,,,,,29,,0,15198,0,,,,,15196,0,19835,0
,05/10/2020,1 wk ahead cum death,US,7,Limestone County,82.729553,-58.6859,6053,6053,600,0,,136,704655,0,,,,,59,,104932,95289,294,0,95,,,,,90577,,0,809587,294,40048,66989,,,,0,796968,0
,05/10/2020,1 wk ahead cum death,US,9,Shelby county,41.603221,-73.087749,892,892,286,7,,,371556,1024,,,,,,,18702,18702,585,0,,,,,,11361,,0,390258,1609,,,,,,0,390258,1609
,05/10/2020,1 wk ahead cum death,US,10,coffee county,38.910832,-75.52767,,,1046,0,,288,3156779,35716,,,,,,,231471,224727,1719,0,,,,,,192644,,0,3388250,37435,,9655,,,,0,3381506,37354
,05/10/2020,1 wk ahead cum death,US,11,Henry County,45.253783,-69.445469,1076,1076,231,14,249,46,231771,1213,9655,,,,,,27265,27265,637,0,485,,,,,22500,685711,7514,685711,7514,10140,,,,259036,1850,712136,7862
,05/10/2020,1 wk ahead cum death,US,12,Limestone County,83.729553,-57.6859,2526,2526,305,27,,,457034,3746,,,,,,,51887,51887,743,0,,,,,,36091,,0,508921,4489,,,,,509233,4487,723250,7558
,05/10/2020,1 wk ahead cum death,US,13,Shelby county,84.729553,-56.6859,750,750,21,0,238,,283359,0,,,,,,,9092,9092,0,0,,,,,,7945,,0,493109,0,32299,,31503,,292451,0,493109,0
,05/10/2020,1 wk ahead cum death,US,14,coffee county,19.898682,-155.665857,23894,23894,619,26,,153,3701144,0,,,,,46,,213628,213628,751,0,,,,,,35404,,0,3914772,751,,,,,,0,3914021,0
,05/10/2020,1 wk ahead cum death,US,16,Henry County,85.729553,-55.6859,3704,3704,130,26,,,956930,9118,,,,,,,32722,32722,481,0,,,,,,18621,,0,989652,9599,,,,,,0,989652,9599
,05/10/2020,1 wk ahead cum death,US,17,Limestone County,86.729553,-54.6859,,,519,0,,133,652525,2981,,,,,64,,85779,85779,380,0,,,,,,2270,,0,738304,3361,,,,,736873,3478,1135445,7108
,05/10/2020,1 wk ahead cum death,US,18,Shelby county,87.729553,-53.6859,89995,89995,820,0,,186,11565287,117111,,,,,84,,474286,474286,1143,0,,,,,,77631,12039573,118254,12039573,118254,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,19,coffee county,88.729553,-52.6859,16399,16399,887,44,3428,220,3454572,38173,,,,,105,,168749,158959,1291,0,,,,,,143123,,0,3623321,39464,,,,,,0,3613531,39368
,05/10/2020,1 wk ahead cum death,US,20,Henry County,35.20105,-91.831833,7238,7238,758,20,,276,1240518,0,,,1240518,,,6504,99387,99387,766,0,4411,,,,110157,84520,,0,1339905,766,83562,,,,,0,1353634,0
,05/10/2020,1 wk ahead cum death,US,21,Limestone County,38.905985,-77.033418,2741,2741,212,0,,49,703971,4308,,,703971,,18,,37262,34685,327,0,,,,,,5870,,0,741233,4635,,,,,728830,0,,0
,05/10/2020,1 wk ahead cum death,US,22,Shelby county,34.048928,-111.093731,,,706,0,,,2033645,14205,,,,,90,,172216,166081,1166,0,,,,,,138550,,0,2205861,15371,,,,,2199726,15324,3326440,0
,05/10/2020,1 wk ahead cum death,US,23,coffee county,89.729553,-51.6859,,,324,0,,51,305972,0,,,303412,,34,,53671,26776,307,0,26895,,,,7002,24533,,0,359643,307,,,,,,0,310546,0
,05/10/2020,1 wk ahead cum death,US,25,Henry County,90.729553,-50.6859,2950,2950,125,16,,13,351100,3829,,,859585,,5,,26750,26750,170,0,,,,,36865,2455,896450,13700,896450,13700,,,,,377850,3999,,0
,05/10/2020,1 wk ahead cum death,US,26,Limestone County,40.633125,-89.398528,9578,9578,685,17,,176,1327252,13562,66950,,1280819,,87,,157406,151649,785,0,7695,12335,,,198082,78115,,0,1484658,14347,74645,68153,,,,0,1478901,14296
,05/10/2020,1 wk ahead cum death,US,27,Shelby county,91.729553,-49.6859,1866,1866,266,37,,,189547,1009,,,,,,,28564,27943,617,0,,,,,,22413,,0,218111,1626,,,,,218111,1626,331978,3672
,05/10/2020,1 wk ahead cum death,US,28,coffee county,92.729553,-48.6859,9215,9215,1124,35,,307,2957644,29061,,,2912759,,148,,214717,204848,2068,0,,,,,249733,193849,,0,3172361,31129,,,,,,0,3162492,30953
,05/10/2020,1 wk ahead cum death,US,29,Henry County,93.729553,-47.6859,,,3622,0,,1142,6095073,54502,,,,,,,792478,792478,2418,0,40234,14180,,,,703662,,0,6887551,56920,434254,158844,,,,0,6887551,56920
,05/10/2020,1 wk ahead cum death,US,30,Limestone County,39.011902,-98.484246,4306,4306,274,31,969,99,832727,4477,,,,385,,,85844,85844,1200,0,,2845,,2698,,63307,,0,918571,5677,,47745,,24623,918571,5677,1211868,8423
,05/10/2020,1 wk ahead cum death,US,31,Shelby county,94.729553,-46.6859,19416,19416,924,26,,201,2107189,17918,,,,,98,296,158716,149631,811,0,,,,,176851,18492,2256820,18616,2256820,18616,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,32,coffee county,95.729553,-45.6859,,,,0,,,20620,186,,,,,,29,1325,,1,0,,,,,,1289,,0,21945,187,,,,,,0,21974,182
,05/10/2020,1 wk ahead cum death,US,33,Henry County,96.729553,-44.6859,,,0,0,,,170958,1636,,,,,,,1868,1868,11,0,,,,,,1659,,0,172826,1647,,,,,172826,1647,,0
,05/10/2020,1 wk ahead cum death,US,35,Limestone County,97.729553,-43.6859,7786,7786,262,24,,,1968403,23017,,,,,27,,93035,93035,475,0,,,,,,,2061438,23492,2061438,23492,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,36,Shelby county,32.318231,-86.902298,8398,8398,872,79,1271,229,1537877,7571,,,,,,217,158315,150236,2713,0,,,,,,119747,,0,1696192,10284,,,,,1688113,10247,,0
,05/10/2020,1 wk ahead cum death,US,37,coffee county,98.729553,-42.6859,,,173,0,,58,615814,5721,,,,,30,,18128,17519,215,0,,,,,,13167,,0,633942,5936,18003,,,,,0,633333,5930
,05/10/2020,1 wk ahead cum death,US,38,Henry County,99.729553,-41.6859,323,323,54,0,,,103176,0,,,182188,,,,7611,6476,156,0,,,,,6217,5877,,0,110787,156,,,,,109402,0,188406,0
,05/10/2020,1 wk ahead cum death,US,39,Limestone County,,,,,66,0,,,488825,5931,,,489481,,10,,10428,10428,252,0,,,,,9466,5761,,0,499253,6183,,,,,,0,499253,6183
,05/10/2020,1 wk ahead cum death,US,40,Shelby county,31.244823,-92.145024,18179,18179,792,190,1889,,1059419,6867,,,,1065,,,164526,144901,1061,0,,,,,,71240,,0,1204320,7868,,,60161,,,0,1204320,7868
,05/10/2020,1 wk ahead cum death,US,41,coffee county,39.045755,-76.641271,5900,5900,554,95,,234,1049968,24422,,,1049968,730,97,,92220,87748,2075,0,,3300,,4942,,82924,,0,1137716,26190,,21856,,27682,,0,1137716,26190
,05/10/2020,1 wk ahead cum death,US,42,Henry County,40.551217,-85.602364,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,05/10/2020,1 wk ahead cum death,US,43,Limestone County,100.729553,-40.6859,20229,20229,685,30,,145,1335929,11731,,,,,71,,224978,220086,894,0,,,,,,36920,,0,1556015,12570,300857,,,,1556015,12570,,0
,05/10/2020,1 wk ahead cum death,US,45,Shelby county,41.878003,-93.097702,,,3084,0,,732,15035669,137778,,,,,,,842776,842776,4170,0,,,,,,,,0,15878445,141948,,,,,,0,15878445,141948
,05/10/2020,1 wk ahead cum death,US,46,coffee county,101.729553,-39.6859,7855,7855,380,21,,,924468,10031,160671,,,,,,76619,71349,834,0,12172,,,,,6792,1518454,22256,1518454,22256,172843,,,,995817,10821,,0
,05/10/2020,1 wk ahead cum death,US,47,Henry County,102.729553,-38.6859,11845,11845,134,0,,,1736501,0,,,,,,,60038,57598,0,0,,,,,,9522,,0,1796539,0,,,,,,0,1794099,0
,05/10/2020,1 wk ahead cum death,US,48,Limestone County,103.729553,-37.6859,,,99,0,,27,413181,6799,,,,,14,,15918,,75,0,,,,,,12492,429099,6874,429099,6874,,,,,228668,1267,,0
,05/10/2020,1 wk ahead cum death,US,49,Shelby county,32.157435,-82.907123,,,103,0,,21,285647,3107,,,,,,,21998,20917,171,0,,,,,,11338,,0,307645,3278,,,,,307645,3278,,0
,05/10/2020,1 wk ahead cum death,US,50,coffee county,104.729553,-36.6859,46201,46201,2077,0,,,4789241,0,487730,475588,6895066,,,4176,728921,708095,0,0,51923,,50676,,938197,,,0,5518162,0,539844,,526404,,5525411,0,7876609,0
,05/10/2020,1 wk ahead cum death,US,52,Henry County,105.729553,-35.6859,29611,29611,1646,101,5508,,2802290,18693,,,2823640,,,,330269,330269,1237,0,26503,,,,308919,,,0,3132559,19930,310173,,,,,0,3132559,19930
,05/10/2020,1 wk ahead cum death,US,54,Limestone County,106.729553,-34.6859,,,62,0,,13,51760,254,,,,,,,3056,3049,67,0,3,7,,,,2072,,0,54816,321,192,16,,,54809,321,54477,0
,05/10/2020,1 wk ahead cum death,US,55,Shelby county,27.664827,-81.515754,911,911,106,11,,29,295153,0,,,,,18,,13498,13300,165,0,,,,,13244,10651,447810,3818,447810,3818,,,,,308090,0,,0
,05/10/2020,1 wk ahead cum death,US,56,coffee county,107.729553,-33.6859,,,450,0,,101,719807,4193,,58468,,,40,,94271,94271,1084,0,,,3586,4320,,75948,,0,814078,5277,,,62093,41240,815700,5272,,0
,05/10/2020,1 wk ahead cum death,US,67,Henry County,36.778261,-119.417932,2013,2013,192,16,475,45,288702,3653,,,,,,,47088,42260,662,0,,,,,,23881,,0,330962,4173,,,,,330962,4173,,0
,05/10/2020,1 wk ahead cum death,US,73,Limestone County,37.839333,-84.270018,,,1807,0,,406,5927212,63351,,,,,166,,319461,316423,2905,0,,,,,,,,0,6246673,66256,,,,,,0,6243635,66256
,05/10/2020,1 wk ahead cum death,US,56,Limestone County,63.588753,-154.493062,13756,13756,1180,108,2751,339,1341228,9285,,,,,115,,133411,,1918,0,,,,,135649,101184,,0,2378319,24590,,,,,1474639,11203,2378319,24590
,05/10/2020,1 wk ahead cum death,US,58,Limestone County,108.729553,-32.6859,3185,3185,469,0,877,119,494382,0,,,,271,34,,65807,,0,0,,,,,,2275,,0,560189,0,,,,,560189,0,,0
,05/10/2020,1 wk ahead cum death,US,58,Limestone County,109.729553,-31.6859,6094,6094,652,61,1586,170,1467733,10104,,,,,,,79445,68442,989,0,,,,,,13539,,0,1536175,10911,78505,35468,,,,0,1536175,10911
,05/10/2020,1 wk ahead cum death,US,4,Limestone County,39.550051,-105.782067,,,582,0,,,2276681,0,,,,,78,,173406,170878,0,0,,,,,,157873,,0,2450087,0,,,,,2447559,0,,0
OliverWyman-Navigator,05/10/2020,1 wk ahead cum death,US,3,Limestone County,44.068202,-114.742041,12861,12861,531,15,,86,2259954,14573,,,,,28,,138340,135598,639,0,,,,,177148,116364,,0,4670758,69324,,,122655,149566,2395552,15160,4670758,69324
,05/10/2020,1 wk ahead cum death,US,7,Limestone County,110.729553,-30.6859,16006,16006,383,50,,91,1589007,11799,,126269,,,,,130795,130795,636,0,,,12358,,156068,7721,,0,2863083,33660,,,138627,,1719802,12435,2863083,33660
,05/10/2020,1 wk ahead cum death,US,6,Limestone County,,,462,462,7,2,,5,485386,0,10015,,483143,,0,,5696,5105,30,0,530,,,,7005,4951,,0,491082,30,10559,,,,,0,490461,0
,05/10/2020,1 wk ahead cum death,US,8,Limestone County,63.588753,-154.493062,,,862,0,,220,3860845,43645,,,3860845,,85,,149464,134656,1648,0,,,,,185937,104271,,0,4010309,45293,306564,,,,,0,4046782,45518
,05/10/2020,1 wk ahead cum death,US,10,Limestone County,32.318231,-86.902298,8302,8302,471,51,2277,133,1450275,16045,,,,,,,110828,110828,1516,0,,,,,,99054,2288662,32497,2288662,32497,,,,,1561103,17561,,0
,05/10/2020,1 wk ahead cum death,US,11,Limestone County,35.20105,-91.831833,,,1313,0,,,1303437,42982,76509,71709,1908333,,,,144230,144230,5066,0,4188,3979,3618,,163531,,,0,2075699,74720,80831,20834,69462,14213,1447667,48048,2075699,74720
,05/10/2020,1 wk ahead cum death,US,13,Limestone County,34.048928,-111.093731,4,4,,0,,,15121,0,,,,,,,77,77,2,0,,,,,,29,,0,15198,2,,,,,15196,0,19835,-874
,05/10/2020,1 wk ahead cum death,US,12,Limestone County,36.778261,-119.417932,6053,6053,600,0,,136,704655,0,,,,,59,,104638,95088,957,0,95,,,,,90577,,0,809293,957,40048,66989,,,,0,796968,0
,05/10/2020,1 wk ahead cum death,US,14,Limestone County,39.550051,-105.782067,885,885,280,17,,,370532,1185,,,,,,,18117,18117,718,0,,,,,,11361,,0,388649,1903,,,,,,0,388649,1903
,05/10/2020,1 wk ahead cum death,US,15,Limestone County,41.603221,-73.087749,,,1034,0,,281,3121063,37209,,,,,,,229752,223089,2321,0,,,,,,192644,,0,3350815,39530,,9135,,,,0,3344152,39333
,05/10/2020,1 wk ahead cum death,US,68,Limestone County,38.905985,-77.033418,1062,1062,219,25,248,42,230558,1402,9655,,,,,,26628,26628,588,0,485,,,,,22123,678197,8158,678197,8158,10140,,,,257186,1990,704274,8653
,05/10/2020,1 wk ahead cum death,US,17,Limestone County,38.910832,-75.52767,2499,2499,299,18,,,453288,8880,,,,,,,51144,51144,1085,0,,,,,,36091,,0,504432,9965,,,,,504746,9966,715692,19440
,05/10/2020,1 wk ahead cum death,US,21,Limestone County,27.664827,-81.515754,750,750,21,3,238,,283359,4609,,,,,,,9092,9092,214,0,,,,,,7945,,0,493109,10991,32299,,31503,,292451,4823,493109,10991
,05/10/2020,1 wk ahead cum death,US,18,Limestone County,32.157435,-82.907123,23868,23868,641,47,,156,3701144,34169,,,,,48,,212877,212877,864,0,,,,,,35326,,0,3914021,35033,,,,,,0,3914021,35033
,05/10/2020,1 wk ahead cum death,US,19,Limestone County,19.898682,-155.665857,3678,3678,133,26,,,947812,5623,,,,,,,32241,32241,485,0,,,,,,18335,,0,980053,6108,,,,,,0,980053,6108
,05/10/2020,1 wk ahead cum death,US,20,Limestone County,41.878003,-93.097702,,,519,0,,133,649544,3903,,,,,64,,85399,85399,806,0,,,,,,2270,,0,734943,4709,,,,,733395,4531,1128337,9254
,05/10/2020,1 wk ahead cum death,US,22,Limestone County,44.068202,-114.742041,89995,89995,826,0,,179,11448176,133132,,,,,81,,473143,473143,1447,0,,,,,,77514,11921319,134579,11921319,134579,,,,,,0,,0
,05/10/2020,1 wk ahead cum death,US,23,Limestone County,40.633125,-89.398528,16355,16355,862,54,3425,223,3416399,44539,,,,,111,,167458,157764,1356,0,,,,,,142479,,0,3583857,45895,,,,,,0,3574163,45823
,05/10/2020,1 wk ahead cum death,US,24,Limestone County,40.551217,-85.602364,7218,7218,758,94,,276,1240518,15635,,,1240518,,,6504,98621,98621,1533,0,4411,,,,110157,83633,,0,1339139,17168,83562,,,,,0,1353634,17072
,05/10/2020,1 wk ahead cum death,US,27,Limestone County,39.011902,-98.484246,2741,2741,212,0,,49,699663,5518,,,699663,,18,,36935,34685,409,0,,,,,,5870,,0,736598,5927,,,,,728830,0,,0
,05/10/2020,1 wk ahead cum death,US,26,Limestone County,37.839333,-84.270018,,,732,0,,,2019440,19675,,,,,94,,171050,164962,1742,0,,,,,,138550,,0,2190490,21417,,,,,2184402,21316,3326440,50326
,05/10/2020,1 wk ahead cum death,US,25,Limestone County,31.244823,-92.145024,,,347,0,,55,305972,0,,,303412,,31,,53364,26558,472,0,26806,,,,7002,24129,,0,359336,472,,,,,,0,310546,0
,05/10/2020,1 wk ahead cum death,US,28,Limestone County,111.729553,-29.6859,2934,2934,119,32,,12,347271,5504,,,846115,,5,,26580,26580,286,0,,,,,36635,2446,882750,18112,882750,18112,,,,,373851,5790,,0
,05/10/2020,1 wk ahead cum death,US,29,Limestone County,39.045755,-76.641271,9561,9561,728,42,,179,1313690,16798,66711,,1267427,,93,,156621,150915,945,0,7631,12251,,,197178,77700,,0,1470311,17743,74342,67607,,,,0,1464605,17680
