data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati
2020-10-17 16:00:00,,108.6956325,Wyoming,32.836081,-82.163725,65036.76987,5704,5704,112,2197.3,8455,8455,2691,141,,746,363155,10897,
2020-10-17 16:00:00,,108.9616451,Wyoming,42.969515,-100.901813,65037.76901,2039,1942,48,2202.4,6754,6754,1499,75,,597,152206,6366,
2020-10-17 16:00:00,,109.2276578,Wyoming,34.517491,-87.580447,65038.76815,69,69,0,2207.5,213,213,36,2,,18,22091,-1,586
2020-10-17 16:00:00,US,109.4936705,Alabama,30.968599,-100.901813,65039.7673,5356,5162,31,2212.6,,,1255,-1,,531,353155,11328,
2020-10-17 16:00:00,US,109.7596832,Alabama,38.32098,-112.093731,65040.76644,708,699,16,2217.7,2038,2038,492,53,699,224,147398,7625,
2020-10-17 16:00:00,US,110.0256959,Alabama,36.431573,-79.656894,65041.76559,588,,12,2222.8,,,774,-1,,,128664,4662,
2020-10-17 16:00:00,US,110.2917085,Alabama,43.558803,-73.577841,65042.76473,1,,-1,2227.9,,,,-1,,,3317,11,
2020-10-17 16:00:00,US,110.5577212,Alaska,46.751074,-121.740139,65043.76388,509,,16,2233,1747,1747,640,35,,169,97352,1330,
2020-10-17 16:00:00,US,110.8237339,Alaska,42.78444,-89.787868,65044.76302,15,,-1,2238.1,62,62,2,-1,,,25622,670,
2020-10-17 16:00:00,US,111.0897466,Alaska,37.597626,-81.454903,65045.76217,651,651,10,2243.2,,,480,-1,,,220603,6185,
2020-10-17 16:00:00,US,111.3557593,Alaska,42.075968,-108.290284,65046.76131,34,34,-1,2248.3,129,129,32,-1,,,51638,1684,
2020-10-17 16:00:00,US,111.6217719,Arizona,62.588753,-155.493062,65047.76046,118,,5,2253.4,,,,-1,,,50205,2406,
2020-10-17 16:00:00,US,111.8877846,Arizona,31.318231,-87.902298,65048.7596,158,,-1,2258.5,334,334,109,-1,108,,39211,63,
2020-10-17 16:00:00,US,112.1537973,Arizona,34.20105,-92.831833,65049.75875,11902,10248,113,2263.6,,,3563,-1,,1060,330134,11067,
2020-10-17 16:00:00,US,112.41981,Arizona,33.048928,-112.093731,65050.75789,252,,10,2268.7,885,885,222,-1,,,118795,4697,
2020-10-17 16:00:00,US,112.6858227,Arkansas,35.778261,-120.417932,65051.75704,368,,0,2273.8,,,422,-1,,104,67001,1469,
2020-10-17 16:00:00,US,112.9518353,Arkansas,38.550051,-106.782067,65052.75618,22477,,173,2278.9,86206,86206,6219,424,,2076,1030484,38249,
2020-10-17 16:00:00,US,113.217848,Arkansas,40.603221,-74.087749,65053.75533,1609,1456,28,2284,4869,4869,865,78,1276,365,219227,-1,
2020-10-17 16:00:00,US,113.4838607,Arkansas,37.905985,-78.033418,65054.75447,287,,2,2289.1,877,877,179,14,,72,118161,5055,
2020-10-17 16:00:00,US,113.7498734,California,37.910832,-76.52767,65055.75362,136,,-1,2294.2,698,698,152,7,,47,88586,2621,
2020-10-18 16:00:00,US,114.0158861,California,26.664827,-82.515754,65056.75276,4402,,60,2299.3,,,1872,-1,,,266224,7014,
2020-10-18 16:00:00,US,114.2818987,California,31.157435,-83.907123,65057.75191,121,58,-1,2304.4,,,143,-1,,14,,-1,
2020-10-18 16:00:00,US,114.5479114,California,18.898682,-156.665857,65058.75105,488,,9,2309.5,1402,1402,272,30,,65,78230,1763,
2020-10-18 16:00:00,US,114.8139241,Colorado,40.878003,-94.097702,65059.7502,379,379,-1,2314.6,1420,1420,,-1,,,101208,-1,
2020-10-18 16:00:00,US,115.0799368,Colorado,43.068202,-115.742041,65060.74934,43,,-1,2319.7,303,303,74,7,,,24216,689,
2020-10-18 16:00:00,US,115.3459494,Colorado,39.633125,-90.398528,65061.74849,294,294,4,2324.8,1473,1473,514,19,,,302912,10126,
2020-10-18 16:00:00,US,115.6119621,Colorado,39.551217,-86.602364,65062.74763,1304,,32,2329.9,,,1790,-1,,,591739,27307,
2020-10-18 16:00:00,US,115.8779748,Connecticut,38.011902,-99.484246,65063.74678,77,,0,2335,577,577,167,11,193,,159705,3400,
2020-10-18 16:00:00,US,116.1439875,Connecticut,36.839333,-85.270018,65064.74592,1001,967,24,2340.1,5413,5413,1504,97,,380,155884,6542,
2020-10-18 16:00:00,US,116.4100002,Connecticut,30.244823,-93.145024,65065.74507,5,5,-1,2345.2,,,,-1,,,1193,-1,
2020-10-18 16:00:00,US,116.6760128,Connecticut,41.407211,-72.382437,65066.74421,52,52,-1,2350.3,,,19,-1,,,22196,959,
2020-10-18 16:00:00,US,116.9420255,Delaware,38.045755,-77.641271,65067.74335,991,991,8,2355.4,,,330,-1,,89,280176,3379,
2020-10-18 16:00:00,US,117.2080382,Delaware,44.253783,-70.445469,65068.7425,452,452,7,2360.5,2017,2017,360,40,487,127,134205,5548,
2020-10-18 16:00:00,US,117.4740509,Delaware,43.314844,-86.602364,65069.74164,63,,1,2365.6,,,54,-1,,12,71935,2440,
2020-10-18 16:00:00,US,117.7400636,Delaware,45.729553,-95.6859,65070.74079,6,,-1,2370.7,68,68,7,0,,,15677,370,
2020-10-18 16:00:00,US,118.0060762,District of Columbia,36.964253,-92.831833,65071.73993,9,9,-1,2375.8,,,7,-1,,,32029,654,
2020-10-18 16:00:00,US,118.2720889,District of Columbia,31.354668,-90.398528,65072.73908,475,475,8,2380.9,1376,1376,518,26,496,,134846,3829,
2020-10-18 16:00:00,US,118.5381016,District of Columbia,45.879682,-111.362566,65073.73822,97,,0,2386,519,519,64,10,,,77065,5483,
2020-10-18 16:00:00,US,118.8041143,District of Columbia,34.759573,-80.0193,65074.73737,-1,,-1,2391.1,,,,-1,,,104,-1,
2020-10-18 16:00:00,US,119.070127,Florida,46.551493,-102.002012,65075.73651,650,,26,2396.2,2635,2635,807,40,,312,128831,7167,
2020-10-18 16:00:00,US,119.3361396,Florida,40.492537,-100.901813,65076.73566,3107,,75,2401.3,,,4518,-1,,1323,1058969,27482,
2020-10-18 16:00:00,US,119.6021523,Florida,42.193852,-72.572395,65077.7348,1090,,28,2406.4,3788,3788,684,53,,,97191,3147,24875
2020-10-18 16:00:00,US,119.868165,Florida,39.058324,-75.405661,65078.73395,3284,,65,2411.5,10945,10945,1032,-1,,,119822,5724,
2020-10-18 16:00:00,US,120.1341777,Georgia,33.97273,-106.032363,65079.73309,367,,9,2416.6,,,392,-1,,,27467,1204,
2020-10-18 16:00:00,US,120.4001904,Georgia,37.80261,-117.419389,65080.73224,372,326,10,2421.7,,,268,-1,,,30904,1270,
2020-10-18 16:00:00,US,120.666203,Georgia,42.299428,-75.217933,65081.73138,1990,1990,42,2426.8,7992,7992,,-1,,,565626,-1,
2020-10-18 16:00:00,US,120.9322157,Georgia,39.417287,-83.907123,65082.73053,1556,,29,2431.9,6437,6437,1028,92,1533,,265192,15169,
2020-10-18 16:00:00,US,121.1982284,Hawaii,34.007752,-98.092877,65083.72967,4,,-1,2437,,,,-1,,,4360,134,
2020-10-18 16:00:00,US,121.4642411,Hawaii,42.804133,-121.554201,65084.72882,16,,-1,2442.1,80,80,,-1,,,38138,-105,
2020-10-18 16:00:00,US,121.7302537,Hawaii,40.203322,-78.194525,65085.72796,335,,17,2447.2,,,386,-1,,129,79516,3897,
2020-10-18 16:00:00,US,121.9962664,Hawaii,17.220833,-67.590149,65086.72711,71,,2,2452.3,211,211,25,-1,88,,32393,963,
2020-10-19T17:00:00,US,1,Alabama,63.588753,-154.493062,64636,123,,0,1661,,,,0,,,57153,1733,1733
2020-10-19T17:00:00,US,1,Alabama,32.318231,-86.902298,64636,172,,1,1276,359,359,114,12,109,,41282,86,86
2020-10-19T17:00:00,US,1,Alabama,35.20105,-91.831833,64636,12096,10435,83,3128,,,3509,0,,1053,357530,16299,16299
2020-10-19T17:00:00,US,1,Alabama,34.048928,-111.093731,64636,265,,6,156,886,886,211,0,,,127315,4588,4588
2020-10-19T17:00:00,US,2,Alaska,36.778261,-119.417932,64637,383,,8,127,,,423,0,,105,74926,1146,1146
2020-10-19T17:00:00,US,2,Alaska,39.550051,-105.782067,64638,22729,,110,187,86901,86901,5840,326,,1908,1088186,24911,24911
2020-10-19T17:00:00,US,2,Alaska,41.603221,-73.087749,64639,1657,1504,32,153,4998,4998,912,77,1328,367,243395,6856,6856
2020-10-19T17:00:00,US,2,Alaska,38.905985,-77.033418,64640,288,,0,168.5,885,885,76,5,,45,118162,0,0
2020-10-19T17:00:00,US,4,Arizona,38.910832,-75.52767,64641,138,,1,173.6,708,708,137,5,,43,93628,2895,2895
2020-10-19T17:00:00,US,4,Arizona,27.664827,-81.515754,64642,4505,,87,178.7,,,1885,0,,,277553,6883,6883
2020-10-19T17:00:00,US,4,Arizona,32.157435,-82.907123,64643,124,60,1,183.8,,,147,0,,17,,0,0
2020-10-19T17:00:00,US,4,Arizona,19.898682,-155.665857,64644,506,,7,188.9,1438,1438,236,20,,62,81057,1289,1289
2020-10-19T17:00:00,US,5,Arkansas,41.878003,-93.097702,64645,391,391,11,194,1421,1421,,0,,,122617,10947,10947
2020-10-19T17:00:00,US,5,Arkansas,44.068202,-114.742041,64646,44,,0,199.1,316,316,77,4,,,25018,446,446
2020-10-19T17:00:00,US,5,Arkansas,40.633125,-89.398528,64647,301,301,3,204.2,1489,1489,638,7,,,319417,11525,11525
2020-10-19T17:00:00,US,5,Arkansas,40.551217,-85.602364,64648,1347,,11,209.3,,,1551,0,,,631152,28581,28581
2020-10-19T17:00:00,US,6,California,39.011902,-98.484246,64649,80,,0,214.4,595,595,179,9,197,,166638,3124,3124
2020-10-19T17:00:00,US,6,California,37.839333,-84.270018,64650,1014,980,5,219.5,5609,5609,1502,92,,361,165086,5113,5113
2020-10-19T17:00:00,US,6,California,31.244823,-92.145024,64651,6,6,0,224.6,,,,0,,,1278,0,0
2020-10-19T17:00:00,US,6,California,42.407211,-71.382437,64652,54,54,0,229.7,,,22,0,,,23547,573,573
2020-10-19T17:00:00,US,8,Colorado,39.045755,-76.641271,64653,1001,1001,1,234.8,,,168,0,,52,290724,8143,8143
2020-10-19T17:00:00,US,8,Colorado,45.253783,-69.445469,64654,459,459,6,239.9,2068,2068,379,30,496,127,144502,4828,4828
2020-10-19T17:00:00,US,8,Colorado,44.314844,-85.602364,64655,67,,0,245,,,48,0,,11,74544,544,544
2020-10-19T17:00:00,US,8,Colorado,46.729553,-94.6859,64656,8,,0,250.1,73,73,8,3,,,16331,0,0
2020-10-19T17:00:00,US,9,Connecticut,37.964253,-91.831833,64657,10,10,0,255.2,,,13,0,,,34255,1366,1366
2020-10-19T17:00:00,US,9,Connecticut,32.354668,-89.398528,64658,488,488,3,260.3,1392,1392,460,5,504,,144579,2608,2608
2020-10-19T17:00:00,US,9,Connecticut,46.879682,-110.362566,64659,98,,0,265.4,520,520,65,0,,,80426,3360,3360
2020-10-19T17:00:00,US,9,Connecticut,35.759573,-79.0193,64660,0,,0,270.5,,,,0,,,105,0,0
2020-10-19T17:00:00,US,10,Delaware,47.551493,-101.002012,64661,680,,1,275.6,2703,2703,796,30,,337,137824,4667,4667
2020-10-19T17:00:00,US,10,Delaware,41.492537,-99.901813,64662,3261,,57,280.7,,,4291,0,,1293,1156404,54071,54071
2020-10-20T17:00:00,US,10,Delaware,43.193852,-71.572395,64663,878,,0,285.8,3866,3866,650,24,,,103915,3307,3307
2020-10-20T17:00:00,US,10,Delaware,40.058324,-74.405661,64664,3408,,69,290.9,10946,10946,937,0,,,133188,5136,5136
2020-10-20T17:00:00,,11,District of Columbia,34.97273,-105.032363,64665,383,,8,296,,,369,0,,,29403,913,913
2020-10-20T17:00:00,,11,District of Columbia,38.80261,-116.419389,64666,392,345,9,301.1,,,229,0,,,33195,984,984
2020-10-20T17:00:00,,11,District of Columbia,43.299428,-74.217933,64667,2049,2049,9,306.2,8478,8478,,85,,,606204,20968,20968
2020-10-20T17:00:00,,11,District of Columbia,40.417287,-82.907123,64668,1606,,14,311.3,6790,6790,1010,55,1557,,313474,29552,29552
2020-10-20T17:00:00,,12,Florida,35.007752,-97.092877,64669,5,,0,316.4,,,,0,,,4450,85,85
2020-10-20T17:00:00,,12,Florida,43.804133,-120.554201,64670,17,,0,321.5,82,82,,1,,,41035,790,790
2020-10-20T17:00:00,,12,Florida,41.203322,-77.194525,64671,351,,5,326.6,,,376,0,,124,85590,3618,3618
2020-10-20T17:00:00,,12,Florida,18.220833,-66.590149,64672,73,,0,331.7,213,213,26,0,89,,34253,954,954
2020-10-20T17:00:00,,13,Georgia,41.580095,-71.477429,64673,4177,4177,48,336.8,,,4190,0,,1144,487753,18561,18561
2020-10-20T17:00:00,,13,Georgia,33.836081,-81.163725,64674,1751,1607,10,341.9,4389,4389,1246,0,990,441,149465,5387,5387
2020-10-20T17:00:00,,13,Georgia,43.969515,-99.901813,64675,172,,0,347,724,724,,0,246,,53706,0,
2020-10-20T17:00:00,,13,Georgia,35.517491,-86.580447,64676,334,334,2,352.1,1896,1896,381,0,797,218,121997,1707,
2020-10-20T17:00:00,,15,Hawaii,31.968599,-99.901813,64677,2491,2425,12,357.2,,,1019,0,,,230738,5113,
2020-10-20T17:00:00,,15,Hawaii,39.32098,-111.093731,64678,5797,5797,92,362.3,8539,8539,2597,83,,702,374816,11660,
2020-10-20T17:00:00,,15,Hawaii,37.431573,-78.656894,64679,2090,1989,50,367.4,6993,6993,1460,238,,562,156122,3915,
2020-10-20T17:00:00,,15,Hawaii,44.558803,-72.577841,64680,70,70,0,372.5,216,216,37,2,,16,22092,0,587
2020-10-20T17:00:00,,16,Idaho,47.751074,-120.740139,64681,5396,5194,39,377.6,,,1114,0,,488,363548,10392,
2020-10-20T17:00:00,,16,Idaho,43.78444,-88.787868,64682,731,722,22,382.7,2090,2090,487,51,716,221,153069,5670,
2020-10-20T17:00:00,,16,Idaho,38.597626,-80.454903,64683,594,,5,387.8,,,775,0,,,135466,6801,
2020-10-20T17:00:00,,16,Idaho,43.075968,-107.290284,64684,2,,0,392.9,,,,0,,,3318,0,
2020-10-20T17:00:00,,17,Illinois,63.588753,-154.493062,64685,521,,11,398,1773,1773,608,25,,158,101830,4477,
2020-10-20T17:00:00,,17,Illinois,32.318231,-86.902298,64686,16,,0,403.1,63,63,3,0,,,26417,794,
2020-10-20T17:00:00,,17,Illinois,35.20105,-91.831833,64687,659,659,7,408.2,,,493,0,,,230432,9828,
2020-10-20T17:00:00,,17,Illinois,34.048928,-111.093731,64688,35,35,0,413.3,130,130,30,0,,,53321,1682,
2020-10-20T17:00:00,,18,Indiana,36.778261,-119.417932,64689,123,,4,418.4,,,,0,,,55420,5214,
2020-10-20T17:00:00,,18,Indiana,39.550051,-105.782067,64690,171,,12,423.5,347,347,115,12,109,,41196,1984,
2020-10-20T17:00:00,,18,Indiana,41.603221,-73.087749,64691,12013,10356,110,428.6,,,3411,0,,1030,341231,11096,
2020-10-20T17:00:00,,18,Indiana,38.905985,-77.033418,64692,259,,6,433.7,886,886,208,0,,,122727,3931,
2020-10-20T17:00:00,,19,Iowa,38.910832,-75.52767,64693,375,,6,438.8,,,423,0,,105,73780,6778,
2020-10-20T17:00:00,,19,Iowa,27.664827,-81.515754,64694,22619,,141,443.9,86575,86575,5897,368,,1981,1063275,32790,
2020-10-20T17:00:00,,19,Iowa,32.157435,-82.907123,64695,1625,1472,15,449,4921,4921,914,51,1305,343,236539,17311,
2020-10-20T17:00:00,,19,Iowa,19.898682,-155.665857,64696,288,,0,454.1,880,880,180,2,,73,118162,0,
2020-10-20T17:00:00,,20,Kansas,41.878003,-93.097702,64697,137,,0,459.2,703,703,156,4,,37,90733,2146,
2020-10-20T17:00:00,,20,Kansas,44.068202,-114.742041,64698,4418,,15,464.3,,,1821,0,,,270670,4445,
2020-10-20T17:00:00,,20,Kansas,40.633125,-89.398528,64699,123,60,1,469.4,,,150,0,,24,,0,
2020-10-20T17:00:00,,20,Kansas,40.551217,-85.602364,64700,499,,10,474.5,1418,1418,260,15,,64,79768,1537,
2020-10-20T17:00:00,,21,Kentucky,39.011902,-98.484246,64701,380,380,0,479.6,1421,1421,,0,,,111670,10461,
2020-10-20T17:00:00,,21,Kentucky,37.839333,-84.270018,64702,44,,0,484.7,312,312,77,8,,,24572,355,
2020-10-20T17:00:00,,21,Kentucky,31.244823,-92.145024,64703,298,298,3,489.8,1482,1482,513,8,,,307892,4979,
2020-10-20T17:00:00,,21,Kentucky,42.407211,-71.382437,64704,1336,,31,494.9,,,1512,0,,,602571,10831,
2020-10-20T17:00:00,,22,Louisiana,39.045755,-76.641271,64705,80,,2,500,586,586,181,8,196,,163514,3808,
2020-10-20T17:00:00,,22,Louisiana,45.253783,-69.445469,64706,1009,975,7,505.1,5517,5517,1524,103,,379,159973,4088,
2020-10-20T17:00:00,,22,Louisiana,44.314844,-85.602364,64707,6,6,0,510.2,,,,0,,,1278,84,
2020-10-20T17:00:00,,22,Louisiana,46.729553,-94.6859,64708,54,54,1,515.3,,,14,0,,,22974,777,
2020-10-20T17:00:00,,23,Maine,37.964253,-91.831833,64709,1000,1000,8,520.4,,,168,0,,52,282581,2404,
2020-10-20T17:00:00,,23,Maine,32.354668,-89.398528,64710,453,453,0,525.5,2038,2038,364,20,494,131,139674,5468,
2020-10-20T17:00:00,,23,Maine,46.879682,-110.362566,64711,67,,3,530.6,,,48,0,,11,74000,2064,
2020-10-20T17:00:00,,23,Maine,35.759573,-79.0193,64712,8,,1,535.7,70,70,8,1,,,16331,653,
2020-10-20T17:00:00,,24,Maryland,47.551493,-101.002012,64713,10,10,0,540.8,,,10,0,,,32889,859,
2020-10-20T17:00:00,,24,Maryland,41.492537,-99.901813,64714,485,485,9,545.9,1387,1387,455,10,501,,141971,7124,
2020-10-20T17:00:00,,24,Maryland,43.193852,-71.572395,64715,98,,0,551,520,520,65,0,,,77066,0,
2020-10-20T17:00:00,,24,Maryland,40.058324,-74.405661,64716,0,,0,556.1,,,,0,,,105,0,
2020-10-20T17:00:00,,25,Massachusetts,34.97273,-105.032363,64717,679,,28,561.2,2673,2673,791,37,,344,133157,4325,
2020-10-20T17:00:00,,25,Massachusetts,38.80261,-116.419389,64718,3204,,96,566.3,,,4424,0,,1313,1102333,43363,
2020-10-20T17:00:00,,25,Massachusetts,43.299428,-74.217933,64719,878,,-213,571.4,3842,3842,671,53,,,100608,3416,27491
2020-10-20T17:00:00,,25,Massachusetts,40.417287,-82.907123,64720,3339,,54,576.5,10946,10946,994,0,,,128052,8229,
2020-10-20T17:00:00,,26,Michigan,35.007752,-97.092877,64721,375,,7,581.6,,,382,0,,,28490,1022,
2020-10-20T17:00:00,,26,Michigan,43.804133,-120.554201,64722,383,336,10,586.7,,,250,0,,,32211,1306,
2020-10-20T17:00:00,,26,Michigan,41.203322,-77.194525,64723,2040,2040,49,591.8,8393,8393,,400,,,585236,19609,
2020-10-20T17:00:00,,26,Michigan,18.220833,-66.590149,64724,1592,,35,596.9,6735,6735,1005,297,1554,,283922,18729,
2020-10-20T17:00:00,,27,Minnesota,41.580095,-71.477429,64725,5,,0,602,,,,0,,,4365,4,
2020-10-20T17:00:00,,27,Minnesota,33.836081,-81.163725,64726,17,,0,607.1,81,81,,0,,,40245,2106,
2020-10-20T17:00:00,,27,Minnesota,43.969515,-99.901813,64727,346,,10,612.2,,,387,0,,128,81972,2455,
2020-10-20T17:00:00,,27,Minnesota,35.517491,-86.580447,64728,73,,1,617.3,213,213,19,1,89,,33299,905,
2020-10-20T17:00:00,,28,Mississippi,31.968599,-99.901813,64729,4129,4129,71,622.4,,,4306,0,,1135,469192,20959,
2020-10-20T17:00:00,,28,Mississippi,39.32098,-111.093731,64730,1741,1596,50,627.5,4389,4389,1274,0,990,426,144078,5285,
2020-10-20T17:00:00,,28,Mississippi,37.431573,-78.656894,64731,172,,0,632.6,724,724,,0,246,,53706,0,
2020-10-20T17:00:00,,28,Mississippi,44.558803,-72.577841,64732,332,332,4,637.7,1896,1896,381,9,797,218,120290,6237,
2020-10-20T17:00:00,,29,Missouri,47.751074,-120.740139,64733,2479,2413,31,642.8,,,1028,0,,,225625,6273,
2020-10-20T17:00:00,,29,Missouri,43.78444,-88.787868,64734,5705,5705,113,647.9,8456,8456,2692,142,,747,363156,10898,
2020-10-20T17:00:00,,29,Missouri,38.597626,-80.454903,64735,2040,1943,49,653,6755,6755,1500,76,,598,152207,6367,
2020-10-20T17:00:00,,29,Missouri,43.075968,-107.290284,64736,70,70,1,658.1,214,214,37,3,,19,22092,0,587
2020-10-20T17:00:00,,30,Montana,63.588753,-154.493062,64737,5357,5163,32,663.2,,,1256,0,,532,353156,11329,
2020-10-20T17:00:00,,30,Montana,32.318231,-86.902298,64738,709,700,17,668.3,2039,2039,493,54,700,225,147399,7626,
2020-10-20T17:00:00,,30,Montana,35.20105,-91.831833,64739,589,,13,673.4,,,775,0,,,128665,4663,
2020-10-20T17:00:00,,30,Montana,34.048928,-111.093731,64740,2,,0,678.5,,,,0,,,3318,12,
2020-10-20T17:00:00,,31,Nebraska,36.778261,-119.417932,64741,510,,17,683.6,1748,1748,641,36,,170,97353,1331,
2020-10-20T17:00:00,,31,Nebraska,39.550051,-105.782067,64742,16,,0,688.7,63,63,3,0,,,25623,671,
2020-10-20T17:00:00,,31,Nebraska,41.603221,-73.087749,64743,652,652,11,693.8,,,481,0,,,220604,6186,
2020-10-20T17:00:00,,31,Nebraska,38.905985,-77.033418,64744,35,35,0,698.9,130,130,33,0,,,51639,1685,
2020-10-20T17:00:00,,32,Nevada,38.910832,-75.52767,64745,119,,6,704,,,,0,,,50206,2407,
2020-10-20T17:00:00,,32,Nevada,27.664827,-81.515754,64746,159,,0,709.1,335,335,110,0,109,,39212,64,
2020-10-20T17:00:00,,32,Nevada,32.157435,-82.907123,64747,11903,10249,114,714.2,,,3564,0,,1061,330135,11068,
2020-10-20T17:00:00,,32,Nevada,19.898682,-155.665857,64748,253,,11,719.3,886,886,223,0,,,118796,4698,
2020-10-20T17:00:00,,33,New Hampshire,41.878003,-93.097702,64749,369,,1,724.4,,,423,0,,105,67002,1470,
2020-10-20T17:00:00,,33,New Hampshire,44.068202,-114.742041,64750,22478,,174,729.5,86207,86207,6220,425,,2077,1030485,38250,
2020-10-20T17:00:00,,33,New Hampshire,40.633125,-89.398528,64751,1610,1457,29,734.6,4870,4870,866,79,1277,366,219228,0,
2020-10-20T17:00:00,,33,New Hampshire,40.551217,-85.602364,64752,288,,3,739.7,878,878,180,15,,73,118162,5056,
2020-10-20T17:00:00,,34,New Jersey,39.011902,-98.484246,64753,137,,0,744.8,699,699,153,8,,48,88587,2622,
2020-10-20T17:00:00,,34,New Jersey,37.839333,-84.270018,64754,4403,,61,749.9,,,1873,0,,,266225,7015,
2020-10-20T17:00:00,,34,New Jersey,31.244823,-92.145024,64755,122,59,0,755,,,144,0,,15,,0,
2020-10-20T17:00:00,,34,New Jersey,42.407211,-71.382437,64756,489,,10,760.1,1403,1403,273,31,,66,78231,1764,
2020-10-20T17:00:00,,35,New Mexico,39.045755,-76.641271,64757,380,380,0,765.2,1421,1421,,0,,,101209,0,
2020-10-20T17:00:00,,35,New Mexico,45.253783,-69.445469,64758,44,,0,770.3,304,304,75,8,,,24217,690,
2020-10-20T17:00:00,,35,New Mexico,44.314844,-85.602364,64759,295,295,5,775.4,1474,1474,515,20,,,302913,10127,
2020-10-20T17:00:00,,35,New Mexico,46.729553,-94.6859,64760,1305,,33,780.5,,,1791,0,,,591740,27308,
2020-10-20T17:00:00,,36,New York,37.964253,-91.831833,64761,78,,1,785.6,578,578,168,12,194,,159706,3401,
2020-10-20T17:00:00,,36,New York,32.354668,-89.398528,64762,1002,968,25,790.7,5414,5414,1505,98,,381,155885,6543,
2020-10-20T17:00:00,,36,New York,46.879682,-110.362566,64763,6,6,0,795.8,,,,0,,,1194,0,
2020-10-20T17:00:00,,36,New York,35.759573,-79.0193,64764,53,53,0,800.9,,,20,0,,,22197,960,
2020-10-20T17:00:00,,37,North Carolina,47.551493,-101.002012,64765,992,992,9,806,,,331,0,,90,280177,3380,
2020-10-20T17:00:00,,37,North Carolina,41.492537,-99.901813,64766,453,453,8,811.1,2018,2018,361,41,488,128,134206,5549,
2020-10-20T17:00:00,,37,North Carolina,43.193852,-71.572395,64767,64,,2,816.2,,,55,0,,13,71936,2441,
2020-10-20T17:00:00,,37,North Carolina,40.058324,-74.405661,64768,7,,0,821.3,69,69,8,1,,,15678,371,
2020-10-20T17:00:00,,38,North Dakota,34.97273,-105.032363,64769,10,10,0,826.4,,,8,0,,,32030,655,
2020-10-20T17:00:00,,38,North Dakota,38.80261,-116.419389,64770,476,476,9,831.5,1377,1377,519,27,497,,134847,3830,
2020-10-20T17:00:00,,38,North Dakota,43.299428,-74.217933,64771,98,,1,836.6,520,520,65,11,,,77066,5484,
2020-10-20T17:00:00,,38,North Dakota,40.417287,-82.907123,64772,0,,0,841.7,,,,0,,,105,0,
2020-10-20T17:00:00,,39,Ohio,35.007752,-97.092877,64773,651,,27,846.8,2636,2636,808,41,,313,128832,7168,
2020-10-20T17:00:00,,39,Ohio,43.804133,-120.554201,64774,3108,,76,851.9,,,4519,0,,1324,1058970,27483,
2020-10-20T17:00:00,,39,Ohio,41.203322,-77.194525,64775,1091,,29,857,3789,3789,685,54,,,97192,3148,24876
2020-10-20T17:00:00,,39,Ohio,18.220833,-66.590149,64776,3285,,66,862.1,10946,10946,1033,0,,,119823,5725,
2020-10-20T17:00:00,,40,Oklahoma,41.580095,-71.477429,64777,368,,10,867.2,,,393,0,,,27468,1205,
2020-10-20T17:00:00,,40,Oklahoma,33.836081,-81.163725,64778,373,327,11,872.3,,,269,0,,,30905,1271,
2020-10-20T17:00:00,,40,Oklahoma,43.969515,-99.901813,64779,1991,1991,43,877.4,7993,7993,,0,,,565627,0,
2020-10-20T17:00:00,,40,Oklahoma,35.517491,-86.580447,64780,1557,,30,882.5,6438,6438,1029,93,1534,,265193,15170,
2020-10-20T17:00:00,,41,Oregon,31.968599,-99.901813,64781,5,,0,887.6,,,,0,,,4361,135,
2020-10-20T17:00:00,,41,Oregon,39.32098,-111.093731,64782,17,,0,892.7,81,81,,0,,,38139,-104,
2020-10-20T17:00:00,,41,Oregon,37.431573,-78.656894,64783,336,,18,897.8,,,387,0,,130,79517,3898,
2020-10-20T17:00:00,,41,Oregon,44.558803,-72.577841,64784,72,,3,902.9,212,212,26,0,89,,32394,964,
2020-10-20T17:00:00,,42,Pennsylvania,47.751074,-120.740139,64785,123,,0,908,,,,0,,,57153,1733,
2020-10-20T17:00:00,,42,Pennsylvania,43.78444,-88.787868,64786,172,,1,913.1,359,359,114,12,109,,41282,86,
2020-10-20T17:00:00,,42,Pennsylvania,38.597626,-80.454903,64787,12096,10435,83,918.2,,,3509,0,,1053,357530,16299,
2020-10-20T17:00:00,,42,Pennsylvania,43.075968,-107.290284,64788,265,,6,923.3,886,886,211,0,,,127315,4588,
2020-10-20T17:00:00,,44,Rhode Island,63.588753,-154.493062,64789,383,,8,928.4,,,423,0,,105,74926,1146,
2020-10-20T17:00:00,,44,Rhode Island,32.318231,-86.902298,64790,22729,,110,933.5,86901,86901,5840,326,,1908,1088186,24911,
2020-10-20T17:00:00,,44,Rhode Island,35.20105,-91.831833,64791,1657,1504,32,938.6,4998,4998,912,77,1328,367,243395,6856,
2020-10-20T17:00:00,,44,Rhode Island,34.048928,-111.093731,64792,288,,0,943.7,885,885,76,5,,45,118162,0,
2020-10-20T17:00:00,,45,South Carolina,36.778261,-119.417932,64793,138,,1,948.8,708,708,137,5,,43,93628,2895,
